name	volume	thickness	area	meancurv
Left-bankssts	2556.0	2.801	982.0	0.091
Left-caudalanteriorcingulate	1597.0	3.103	479.0	0.106
Left-caudalmiddlefrontal	6538.0	2.635	2256.0	0.107
Left-cuneus	2006.0	1.6880000000000002	1128.0	0.133
Left-entorhinal	1623.0	3.385	348.0	0.11199999999999999
Left-fusiform	10395.0	2.971	3164.0	0.11599999999999999
Left-inferiorparietal	10781.0	2.575	3844.0	0.113
Left-inferiortemporal	14210.0	3.022	3726.0	0.128
Left-isthmuscingulate	2505.0	2.455	913.0	0.124
Left-lateraloccipital	10673.0	2.165	4665.0	0.124
Left-lateralorbitofrontal	8765.0	2.86	2841.0	0.12300000000000001
Left-lingual	5067.0	2.0469999999999997	2340.0	0.124
Left-medialorbitofrontal	5726.0	2.758	1880.0	0.115
Left-middletemporal	12138.0	2.9210000000000003	3367.0	0.131
Left-parahippocampal	1842.0	2.481	660.0	0.07400000000000001
Left-paracentral	4319.0	2.6860000000000004	1459.0	0.102
Left-parsopercularis	4830.0	2.734	1586.0	0.111
Left-parsorbitalis	2534.0	2.935	660.0	0.152
Left-parstriangularis	4826.0	2.8089999999999997	1535.0	0.12300000000000001
Left-pericalcarine	1544.0	1.682	1050.0	0.132
Left-postcentral	10867.0	2.371	4036.0	0.106
Left-posteriorcingulate	3425.0	2.937	1063.0	0.11800000000000001
Left-precentral	15403.0	2.8080000000000003	5006.0	0.096
Left-precuneus	10185.0	2.503	3791.0	0.13
Left-rostralanteriorcingulate	3897.0	3.057	1078.0	0.12300000000000001
Left-rostralmiddlefrontal	16059.0	2.525	5706.0	0.131
Left-superiorfrontal	28609.0	3.025	8438.0	0.11699999999999999
Left-superiorparietal	11512.0	2.383	4370.0	0.11199999999999999
Left-superiortemporal	16114.0	3.128	4538.0	0.11199999999999999
Left-supramarginal	9880.0	2.639	3353.0	0.121
Left-frontalpole	964.0	3.07	212.0	0.152
Left-temporalpole	2357.0	4.17	388.0	0.115
Left-transversetemporal	1695.0	2.6489999999999996	555.0	0.073
Left-insula	8422.0	3.0210000000000004	2740.0	0.106
BrainSegVolNotVent	1257269.0	1257269.0	84147.8	1257269.0
eTIV	1844712.6027040002	1844712.6027040002	1257269.0	1844712.6027040002
