name	volume	thickness	area	meancurv
Left-G&S_frontomargin	2158.0	2.506	774.0	0.155
Left-G&S_occipital_inf	2798.0	2.266	1197.0	0.14400000000000002
Left-G&S_paracentral	2703.0	2.322	973.0	0.11199999999999999
Left-G&S_subcentral	2585.0	2.891	760.0	0.134
Left-G&S_transv_frontopol	1635.0	2.6069999999999998	483.0	0.145
Left-G&S_cingul-Ant	3795.0	3.187	1148.0	0.133
Left-G&S_cingul-Mid-Ant	1680.0	2.877	579.0	0.113
Left-G&S_cingul-Mid-Post	2559.0	2.872	867.0	0.12
Left-G_cingul-Post-dorsal	1484.0	3.2260000000000004	354.0	0.16399999999999998
Left-G_cingul-Post-ventral	734.0	2.98	228.0	0.121
Left-G_cuneus	3424.0	2.023	1506.0	0.152
Left-G_front_inf-Opercular	2808.0	3.029	684.0	0.11599999999999999
Left-G_front_inf-Orbital	1281.0	2.969	323.0	0.14300000000000002
Left-G_front_inf-Triangul	2436.0	3.135	584.0	0.138
Left-G_front_middle	8904.0	2.783	2540.0	0.13
Left-G_front_sup	15925.0	3.217	3932.0	0.131
Left-G_Ins_lg&S_cent_ins	1392.0	3.575	347.0	0.125
Left-G_insular_short	2112.0	4.007	354.0	0.115
Left-G_occipital_middle	4178.0	2.401	1379.0	0.135
Left-G_occipital_sup	2519.0	2.029	1161.0	0.14400000000000002
Left-G_oc-temp_lat-fusifor	4039.0	2.985	986.0	0.151
Left-G_oc-temp_med-Lingual	5356.0	2.028	2315.0	0.157
Left-G_oc-temp_med-Parahip	3873.0	3.5660000000000003	790.0	0.11800000000000001
Left-G_orbital	5221.0	2.94	1367.0	0.147
Left-G_pariet_inf-Angular	5739.0	2.87	1555.0	0.124
Left-G_pariet_inf-Supramar	5991.0	2.905	1655.0	0.12300000000000001
Left-G_parietal_sup	4864.0	2.5	1603.0	0.134
Left-G_postcentral	2628.0	1.889	1144.0	0.105
Left-G_precentral	5749.0	3.05	1383.0	0.094
Left-G_precuneus	6538.0	2.694	1904.0	0.14
Left-G_rectus	2059.0	2.72	531.0	0.16
Left-G_subcallosal	1367.0	2.5669999999999997	534.0	0.114
Left-G_temp_sup-G_T_transv	958.0	2.911	249.0	0.14300000000000002
Left-G_temp_sup-Lateral	5367.0	3.5610000000000004	1060.0	0.14400000000000002
Left-G_temp_sup-Plan_polar	1558.0	3.728	369.0	0.076
Left-G_temp_sup-Plan_tempo	1630.0	3.074	470.0	0.094
Left-G_temporal_inf	8172.0	3.262	1796.0	0.141
Left-G_temporal_middle	6675.0	3.1289999999999996	1613.0	0.14400000000000002
Left-Lat_Fis-ant-Horizont	416.0	2.721	171.0	0.11599999999999999
Left-Lat_Fis-ant-Vertical	494.0	2.4459999999999997	247.0	0.10099999999999999
Left-Lat_Fis-post	1288.0	2.772	615.0	0.098
Left-Pole_occipital	2306.0	1.564	1479.0	0.141
Left-Pole_temporal	4407.0	3.4939999999999998	946.0	0.13699999999999998
Left-S_calcarine	2662.0	1.74	1845.0	0.151
Left-S_central	3497.0	2.0269999999999997	1939.0	0.094
Left-S_cingul-Marginalis	1722.0	2.3	822.0	0.085
Left-S_circular_insula_ant	948.0	3.4560000000000004	339.0	0.08800000000000001
Left-S_circular_insula_inf	2013.0	2.872	868.0	0.08800000000000001
Left-S_circular_insula_sup	2281.0	2.975	970.0	0.095
Left-S_collat_transv_ant	1370.0	2.932	524.0	0.10300000000000001
Left-S_collat_transv_post	796.0	2.097	428.0	0.141
Left-S_front_inf	2628.0	2.504	1177.0	0.12
Left-S_front_middle	2089.0	2.565	810.0	0.135
Left-S_front_sup	5575.0	2.705	2200.0	0.095
Left-S_interm_prim-Jensen	338.0	2.7030000000000003	142.0	0.11199999999999999
Left-S_intrapariet&P_trans	3578.0	2.2840000000000003	1771.0	0.10800000000000001
Left-S_oc_middle&Lunatus	1305.0	2.144	755.0	0.13699999999999998
Left-S_oc_sup&transversal	1895.0	2.2969999999999997	939.0	0.14400000000000002
Left-S_occipital_ant	995.0	2.62	447.0	0.121
Left-S_oc-temp_lat	1423.0	2.748	617.0	0.10800000000000001
Left-S_oc-temp_med&Lingual	3270.0	2.707	1388.0	0.113
Left-S_orbital_lateral	615.0	2.571	278.0	0.134
Left-S_orbital_med-olfact	810.0	2.346	423.0	0.131
Left-S_orbital-H_Shaped	2193.0	2.907	785.0	0.122
Left-S_parieto_occipital	3064.0	2.343	1433.0	0.122
Left-S_pericallosal	923.0	2.095	599.0	0.139
Left-S_postcentral	3485.0	2.197	1657.0	0.113
Left-S_precentral-inf-part	2258.0	2.889	866.0	0.1
Left-S_precentral-sup-part	2125.0	2.8369999999999997	894.0	0.09300000000000001
Left-S_suborbital	1230.0	3.071	443.0	0.142
Left-S_subparietal	1276.0	2.6239999999999997	547.0	0.115
Left-S_temporal_inf	2560.0	2.787	1160.0	0.11599999999999999
Left-S_temporal_sup	9147.0	2.813	3397.0	0.11
Left-S_temporal_transverse	659.0	3.14	264.0	0.129
BrainSegVolNotVent	1050601.0	1050601.0	75683.4	1050601.0
eTIV	1503120.228982	1503120.228982	1050601.0	1503120.228982
