name	volume	thickness	area	meancurv
Left-G&S_frontomargin	2867.0	2.419	1029.0	0.153
Left-G&S_occipital_inf	3575.0	2.533	1297.0	0.127
Left-G&S_paracentral	3047.0	2.158	1223.0	0.087
Left-G&S_subcentral	4880.0	2.907	1569.0	0.121
Left-G&S_transv_frontopol	1619.0	2.494	507.0	0.171
Left-G&S_cingul-Ant	5765.0	2.662	2003.0	0.113
Left-G&S_cingul-Mid-Ant	2779.0	2.832	1000.0	0.107
Left-G&S_cingul-Mid-Post	2618.0	2.826	953.0	0.11599999999999999
Left-G_cingul-Post-dorsal	2180.0	3.071	554.0	0.151
Left-G_cingul-Post-ventral	887.0	2.628	282.0	0.13
Left-G_cuneus	3793.0	1.854	1871.0	0.147
Left-G_front_inf-Opercular	6434.0	2.815	1786.0	0.122
Left-G_front_inf-Orbital	1603.0	2.815	411.0	0.14300000000000002
Left-G_front_inf-Triangul	4881.0	2.728	1416.0	0.135
Left-G_front_middle	12420.0	2.69	3475.0	0.135
Left-G_front_sup	23896.0	2.83	6806.0	0.124
Left-G_Ins_lg&S_cent_ins	1780.0	3.2110000000000003	554.0	0.134
Left-G_insular_short	2999.0	3.6519999999999997	605.0	0.135
Left-G_occipital_middle	5772.0	2.58	1781.0	0.13699999999999998
Left-G_occipital_sup	3421.0	2.085	1515.0	0.133
Left-G_oc-temp_lat-fusifor	5296.0	2.975	1417.0	0.122
Left-G_oc-temp_med-Lingual	6118.0	1.922	2877.0	0.158
Left-G_oc-temp_med-Parahip	3156.0	2.9930000000000003	811.0	0.08800000000000001
Left-G_orbital	7587.0	2.647	2253.0	0.136
Left-G_pariet_inf-Angular	7126.0	2.7439999999999998	2039.0	0.132
Left-G_pariet_inf-Supramar	7880.0	2.8789999999999996	2263.0	0.132
Left-G_parietal_sup	8467.0	2.336	2902.0	0.11900000000000001
Left-G_postcentral	4470.0	2.205	1717.0	0.10800000000000001
Left-G_precentral	8034.0	2.866	2242.0	0.091
Left-G_precuneus	6877.0	2.516	2249.0	0.14
Left-G_rectus	2736.0	2.418	863.0	0.157
Left-G_subcallosal	1684.0	2.356	801.0	0.142
Left-G_temp_sup-G_T_transv	1458.0	2.7089999999999996	449.0	0.122
Left-G_temp_sup-Lateral	7289.0	3.1039999999999996	1799.0	0.131
Left-G_temp_sup-Plan_polar	2843.0	3.5180000000000002	692.0	0.092
Left-G_temp_sup-Plan_tempo	2247.0	3.025	677.0	0.099
Left-G_temporal_inf	8720.0	2.885	2234.0	0.138
Left-G_temporal_middle	9432.0	3.095	2206.0	0.15
Left-Lat_Fis-ant-Horizont	651.0	2.504	304.0	0.11199999999999999
Left-Lat_Fis-ant-Vertical	809.0	2.379	413.0	0.126
Left-Lat_Fis-post	1957.0	2.609	965.0	0.11
Left-Pole_occipital	3491.0	1.666	2092.0	0.135
Left-Pole_temporal	5992.0	3.424	1276.0	0.147
Left-S_calcarine	3790.0	1.8869999999999998	2242.0	0.12
Left-S_central	3724.0	1.791	2345.0	0.11
Left-S_cingul-Marginalis	1826.0	2.267	896.0	0.091
Left-S_circular_insula_ant	1333.0	3.077	514.0	0.11
Left-S_circular_insula_inf	2741.0	2.972	1143.0	0.102
Left-S_circular_insula_sup	3726.0	2.7439999999999998	1591.0	0.096
Left-S_collat_transv_ant	1981.0	2.569	851.0	0.096
Left-S_collat_transv_post	807.0	2.09	484.0	0.122
Left-S_front_inf	4710.0	2.245	2274.0	0.11699999999999999
Left-S_front_middle	2136.0	2.129	1099.0	0.11900000000000001
Left-S_front_sup	6438.0	2.4130000000000003	2793.0	0.094
Left-S_interm_prim-Jensen	630.0	2.4459999999999997	322.0	0.124
Left-S_intrapariet&P_trans	5089.0	2.242	2541.0	0.10099999999999999
Left-S_oc_middle&Lunatus	1610.0	2.259	818.0	0.10800000000000001
Left-S_oc_sup&transversal	2326.0	2.177	1176.0	0.106
Left-S_occipital_ant	1056.0	2.705	355.0	0.121
Left-S_oc-temp_lat	2120.0	2.728	892.0	0.106
Left-S_oc-temp_med&Lingual	3909.0	2.4130000000000003	1843.0	0.10099999999999999
Left-S_orbital_lateral	578.0	1.966	338.0	0.11199999999999999
Left-S_orbital_med-olfact	1259.0	2.312	618.0	0.11599999999999999
Left-S_orbital-H_Shaped	3003.0	2.4859999999999998	1206.0	0.121
Left-S_parieto_occipital	4590.0	2.43	2137.0	0.129
Left-S_pericallosal	1655.0	2.3080000000000003	918.0	0.122
Left-S_postcentral	6247.0	2.048	3050.0	0.1
Left-S_precentral-inf-part	4521.0	2.596	1897.0	0.11
Left-S_precentral-sup-part	2547.0	2.418	1205.0	0.10099999999999999
Left-S_suborbital	1125.0	2.27	578.0	0.128
Left-S_subparietal	2057.0	2.472	954.0	0.125
Left-S_temporal_inf	3389.0	2.4859999999999998	1694.0	0.106
Left-S_temporal_sup	11462.0	2.708	4441.0	0.10300000000000001
Left-S_temporal_transverse	639.0	2.397	324.0	0.105
BrainSegVolNotVent	1468222.0	1468222.0	109721.0	1468222.0
eTIV	1935640.162505	1935640.162505	1468222.0	1935640.162505
