name	volume	thickness	area	meancurv
Left-G&S_frontomargin	2757.0	2.31	952.0	0.16399999999999998
Left-G&S_occipital_inf	2353.0	2.2640000000000002	1035.0	0.14
Left-G&S_paracentral	2954.0	2.557	929.0	0.09699999999999999
Left-G&S_subcentral	3657.0	2.6860000000000004	1219.0	0.134
Left-G&S_transv_frontopol	1709.0	2.421	556.0	0.139
Left-G&S_cingul-Ant	5341.0	2.7880000000000003	1765.0	0.12300000000000001
Left-G&S_cingul-Mid-Ant	3020.0	2.8739999999999997	991.0	0.1
Left-G&S_cingul-Mid-Post	3277.0	2.94	1041.0	0.138
Left-G_cingul-Post-dorsal	1954.0	3.342	422.0	0.154
Left-G_cingul-Post-ventral	490.0	2.022	192.0	0.14
Left-G_cuneus	2740.0	1.6769999999999998	1480.0	0.147
Left-G_front_inf-Opercular	3389.0	2.772	971.0	0.126
Left-G_front_inf-Orbital	1922.0	2.72	540.0	0.13699999999999998
Left-G_front_inf-Triangul	2429.0	2.8819999999999997	639.0	0.12
Left-G_front_middle	11507.0	2.6830000000000003	3271.0	0.14
Left-G_front_sup	21940.0	2.9739999999999998	5867.0	0.136
Left-G_Ins_lg&S_cent_ins	1979.0	3.47	547.0	0.141
Left-G_insular_short	2968.0	3.9819999999999998	520.0	0.128
Left-G_occipital_middle	4951.0	2.838	1339.0	0.136
Left-G_occipital_sup	2924.0	2.1590000000000003	1148.0	0.125
Left-G_oc-temp_lat-fusifor	4449.0	2.7960000000000003	1206.0	0.127
Left-G_oc-temp_med-Lingual	4772.0	1.801	2233.0	0.13699999999999998
Left-G_oc-temp_med-Parahip	3044.0	2.903	816.0	0.087
Left-G_orbital	7022.0	2.9139999999999997	1699.0	0.151
Left-G_pariet_inf-Angular	6246.0	2.843	1698.0	0.122
Left-G_pariet_inf-Supramar	8341.0	2.904	2395.0	0.128
Left-G_parietal_sup	7885.0	2.479	2517.0	0.10800000000000001
Left-G_postcentral	3602.0	2.11	1426.0	0.10400000000000001
Left-G_precentral	6522.0	2.992	1655.0	0.113
Left-G_precuneus	7894.0	2.656	2470.0	0.13
Left-G_rectus	2476.0	2.451	688.0	0.14
Left-G_subcallosal	1717.0	2.591	673.0	0.10099999999999999
Left-G_temp_sup-G_T_transv	1034.0	2.529	305.0	0.124
Left-G_temp_sup-Lateral	7040.0	3.1	1688.0	0.129
Left-G_temp_sup-Plan_polar	2143.0	3.3480000000000003	570.0	0.079
Left-G_temp_sup-Plan_tempo	2609.0	2.842	800.0	0.102
Left-G_temporal_inf	8267.0	3.062	1978.0	0.153
Left-G_temporal_middle	8704.0	3.1060000000000003	1980.0	0.14400000000000002
Left-Lat_Fis-ant-Horizont	262.0	2.3280000000000003	138.0	0.141
Left-Lat_Fis-ant-Vertical	429.0	2.458	210.0	0.09699999999999999
Left-Lat_Fis-post	1710.0	2.779	778.0	0.107
Left-Pole_occipital	2285.0	1.739	1225.0	0.14
Left-Pole_temporal	5820.0	3.355	1154.0	0.151
Left-S_calcarine	2229.0	1.801	1527.0	0.145
Left-S_central	3302.0	1.911	1943.0	0.08900000000000001
Left-S_cingul-Marginalis	1710.0	2.366	784.0	0.10800000000000001
Left-S_circular_insula_ant	1077.0	3.1630000000000003	411.0	0.094
Left-S_circular_insula_inf	2493.0	2.7680000000000002	1027.0	0.083
Left-S_circular_insula_sup	2899.0	2.8139999999999996	1288.0	0.102
Left-S_collat_transv_ant	1710.0	2.824	650.0	0.122
Left-S_collat_transv_post	666.0	2.3040000000000003	305.0	0.155
Left-S_front_inf	2947.0	2.267	1397.0	0.107
Left-S_front_middle	3557.0	2.193	1550.0	0.127
Left-S_front_sup	6435.0	2.536	2627.0	0.10099999999999999
Left-S_interm_prim-Jensen	727.0	2.334	365.0	0.10400000000000001
Left-S_intrapariet&P_trans	5021.0	2.202	2526.0	0.095
Left-S_oc_middle&Lunatus	1250.0	2.204	619.0	0.124
Left-S_oc_sup&transversal	2447.0	2.238	1202.0	0.111
Left-S_occipital_ant	1233.0	2.419	592.0	0.109
Left-S_oc-temp_lat	2241.0	2.7489999999999997	956.0	0.111
Left-S_oc-temp_med&Lingual	3555.0	2.529	1604.0	0.114
Left-S_orbital_lateral	740.0	2.137	391.0	0.121
Left-S_orbital_med-olfact	1130.0	2.496	566.0	0.11599999999999999
Left-S_orbital-H_Shaped	2905.0	2.608	1070.0	0.135
Left-S_parieto_occipital	3299.0	2.346	1607.0	0.113
Left-S_pericallosal	1684.0	2.01	994.0	0.125
Left-S_postcentral	3810.0	2.141	1977.0	0.107
Left-S_precentral-inf-part	2917.0	2.6189999999999998	1232.0	0.11
Left-S_precentral-sup-part	1817.0	2.455	849.0	0.107
Left-S_suborbital	1417.0	2.254	726.0	0.11900000000000001
Left-S_subparietal	2166.0	2.5660000000000003	934.0	0.109
Left-S_temporal_inf	3181.0	2.572	1457.0	0.11800000000000001
Left-S_temporal_sup	9200.0	2.594	3792.0	0.098
Left-S_temporal_transverse	765.0	2.209	404.0	0.109
BrainSegVolNotVent	1256869.0	1256869.0	93096.5	1256869.0
eTIV	1739998.176775	1739998.176775	1256869.0	1739998.176775
