name	volume	thickness	area	meancurv
Left-bankssts	2573.0	2.76	1006.0	0.111
Left-caudalanteriorcingulate	1657.0	3.403	524.0	0.142
Left-caudalmiddlefrontal	5855.0	2.741	1890.0	0.10800000000000001
Left-cuneus	3321.0	1.945	1568.0	0.142
Left-entorhinal	2595.0	3.7439999999999998	569.0	0.109
Left-fusiform	9853.0	2.988	2904.0	0.129
Left-inferiorparietal	15199.0	2.569	5498.0	0.113
Left-inferiortemporal	11717.0	2.9389999999999996	3366.0	0.11900000000000001
Left-isthmuscingulate	2242.0	2.715	769.0	0.126
Left-lateraloccipital	13309.0	2.239	5549.0	0.13
Left-lateralorbitofrontal	7367.0	2.889	2249.0	0.136
Left-lingual	6288.0	1.9969999999999999	3075.0	0.147
Left-medialorbitofrontal	5151.0	2.6660000000000004	1705.0	0.13699999999999998
Left-middletemporal	9636.0	3.002	2753.0	0.129
Left-parahippocampal	2583.0	3.596	644.0	0.13
Left-paracentral	3363.0	2.56	1160.0	0.10800000000000001
Left-parsopercularis	4052.0	2.765	1327.0	0.11800000000000001
Left-parsorbitalis	2501.0	2.759	669.0	0.138
Left-parstriangularis	3939.0	2.7510000000000003	1281.0	0.13
Left-pericalcarine	2131.0	1.7409999999999999	1391.0	0.11
Left-postcentral	8645.0	2.1109999999999998	3691.0	0.10400000000000001
Left-posteriorcingulate	2783.0	2.605	919.0	0.135
Left-precentral	13463.0	2.7239999999999998	4430.0	0.102
Left-precuneus	9050.0	2.589	3291.0	0.125
Left-rostralanteriorcingulate	2388.0	3.092	723.0	0.115
Left-rostralmiddlefrontal	15044.0	2.513	5197.0	0.139
Left-superiorfrontal	20916.0	3.102	5832.0	0.13
Left-superiorparietal	11870.0	2.134	5059.0	0.113
Left-superiortemporal	11782.0	3.1239999999999997	3244.0	0.10099999999999999
Left-supramarginal	10258.0	2.557	3693.0	0.11699999999999999
Left-frontalpole	1261.0	3.267	268.0	0.163
Left-temporalpole	2793.0	4.084	471.0	0.13
Left-transversetemporal	935.0	2.506	357.0	0.115
Left-insula	7484.0	3.0269999999999997	2409.0	0.11
BrainSegVolNotVent	1090641.0	1090641.0	79473.5	1090641.0
eTIV	1434955.890016	1434955.890016	1090641.0	1434955.890016
