name	volume	thickness	area	meancurv
Left-bankssts	2355.0	2.583	991.0	0.105
Left-caudalanteriorcingulate	2017.0	2.853	647.0	0.135
Left-caudalmiddlefrontal	6491.0	2.65	2232.0	0.12300000000000001
Left-cuneus	2655.0	1.954	1348.0	0.138
Left-entorhinal	2482.0	3.969	481.0	0.102
Left-fusiform	9705.0	2.8360000000000003	3040.0	0.134
Left-inferiorparietal	9891.0	2.542	3563.0	0.128
Left-inferiortemporal	9254.0	2.822	2892.0	0.113
Left-isthmuscingulate	2132.0	2.299	833.0	0.122
Left-lateraloccipital	10576.0	2.2119999999999997	4436.0	0.136
Left-lateralorbitofrontal	7492.0	2.77	2492.0	0.127
Left-lingual	4121.0	1.751	2289.0	0.127
Left-medialorbitofrontal	5010.0	2.541	1779.0	0.12300000000000001
Left-middletemporal	9750.0	2.9610000000000003	2673.0	0.138
Left-parahippocampal	2259.0	3.408	591.0	0.09300000000000001
Left-paracentral	3198.0	2.641	1146.0	0.099
Left-parsopercularis	5571.0	2.8539999999999996	1675.0	0.125
Left-parsorbitalis	2465.0	2.813	693.0	0.13
Left-parstriangularis	4249.0	2.639	1444.0	0.131
Left-pericalcarine	1523.0	1.5419999999999998	1159.0	0.14400000000000002
Left-postcentral	7773.0	2.126	3306.0	0.106
Left-posteriorcingulate	3393.0	2.52	1208.0	0.141
Left-precentral	12140.0	2.7569999999999997	4030.0	0.11199999999999999
Left-precuneus	8506.0	2.573	3178.0	0.11800000000000001
Left-rostralanteriorcingulate	2622.0	2.943	763.0	0.12300000000000001
Left-rostralmiddlefrontal	13520.0	2.532	4800.0	0.138
Left-superiorfrontal	23193.0	2.867	7208.0	0.125
Left-superiorparietal	11060.0	2.251	4545.0	0.125
Left-superiortemporal	9816.0	2.759	3173.0	0.098
Left-supramarginal	9131.0	2.6719999999999997	3328.0	0.131
Left-frontalpole	978.0	3.0	245.0	0.156
Left-temporalpole	2553.0	3.7560000000000002	463.0	0.128
Left-transversetemporal	890.0	2.278	359.0	0.10300000000000001
Left-insula	6530.0	3.2760000000000002	2071.0	0.115
BrainSegVolNotVent	1030268.0	1030268.0	75067.3	1030268.0
eTIV	1194717.561899	1194717.561899	1030268.0	1194717.561899
