name	volume	thickness	area	meancurv
Left-bankssts	2288.0	2.698	921.0	0.107
Left-caudalanteriorcingulate	1559.0	2.6260000000000003	529.0	0.125
Left-caudalmiddlefrontal	5200.0	2.479	1937.0	0.11599999999999999
Left-cuneus	2623.0	1.781	1498.0	0.157
Left-entorhinal	1487.0	3.772	350.0	0.099
Left-fusiform	8165.0	2.8930000000000002	2567.0	0.135
Left-inferiorparietal	10970.0	2.487	4228.0	0.13
Left-inferiortemporal	8884.0	2.741	2895.0	0.12300000000000001
Left-isthmuscingulate	2088.0	2.641	801.0	0.138
Left-lateraloccipital	10630.0	2.041	4941.0	0.139
Left-lateralorbitofrontal	7010.0	2.574	2508.0	0.132
Left-lingual	5298.0	2.032	2542.0	0.15
Left-medialorbitofrontal	4562.0	2.412	1722.0	0.142
Left-middletemporal	9738.0	2.766	3037.0	0.132
Left-parahippocampal	1798.0	3.0	545.0	0.08900000000000001
Left-paracentral	3138.0	2.265	1298.0	0.096
Left-parsopercularis	3645.0	2.58	1214.0	0.11699999999999999
Left-parsorbitalis	1838.0	2.6489999999999996	549.0	0.125
Left-parstriangularis	2894.0	2.597	1020.0	0.124
Left-pericalcarine	1943.0	1.672	1377.0	0.146
Left-postcentral	6987.0	2.0180000000000002	3200.0	0.115
Left-posteriorcingulate	3116.0	2.7760000000000002	1064.0	0.142
Left-precentral	11588.0	2.575	4120.0	0.10400000000000001
Left-precuneus	8242.0	2.506	3148.0	0.134
Left-rostralanteriorcingulate	1893.0	2.97	577.0	0.14800000000000002
Left-rostralmiddlefrontal	13164.0	2.3819999999999997	4908.0	0.14400000000000002
Left-superiorfrontal	18994.0	2.653	6501.0	0.127
Left-superiorparietal	11185.0	2.138	4820.0	0.126
Left-superiortemporal	10984.0	2.7880000000000003	3553.0	0.107
Left-supramarginal	9184.0	2.656	3252.0	0.133
Left-frontalpole	892.0	2.822	220.0	0.151
Left-temporalpole	2085.0	3.752	374.0	0.129
Left-transversetemporal	1064.0	2.093	468.0	0.115
Left-insula	6605.0	2.845	2388.0	0.12300000000000001
BrainSegVolNotVent	1025592.0	1025592.0	75019.3	1025592.0
eTIV	1316058.0035899999	1316058.0035899999	1025592.0	1316058.0035899999
