name	volume	thickness	area	meancurv
Left-bankssts	2799.0	2.594	1099.0	0.11599999999999999
Left-caudalanteriorcingulate	2419.0	2.468	860.0	0.13699999999999998
Left-caudalmiddlefrontal	7880.0	2.832	2547.0	0.115
Left-cuneus	3121.0	1.8330000000000002	1666.0	0.14
Left-entorhinal	1631.0	3.111	444.0	0.11800000000000001
Left-fusiform	10190.0	2.8280000000000003	3220.0	0.136
Left-inferiorparietal	11439.0	2.588	4073.0	0.121
Left-inferiortemporal	12086.0	2.745	3780.0	0.124
Left-isthmuscingulate	2452.0	2.472	935.0	0.13
Left-lateraloccipital	10708.0	2.043	4975.0	0.122
Left-lateralorbitofrontal	8830.0	2.682	3096.0	0.131
Left-lingual	6025.0	1.9280000000000002	2950.0	0.122
Left-medialorbitofrontal	5786.0	2.505	2040.0	0.124
Left-middletemporal	12475.0	2.8560000000000003	3574.0	0.12300000000000001
Left-parahippocampal	2162.0	3.07	622.0	0.085
Left-paracentral	3442.0	2.427	1354.0	0.1
Left-parsopercularis	4597.0	2.641	1588.0	0.114
Left-parsorbitalis	2567.0	2.783	738.0	0.13699999999999998
Left-parstriangularis	4319.0	2.5669999999999997	1543.0	0.122
Left-pericalcarine	1977.0	1.391	1621.0	0.128
Left-postcentral	10631.0	2.184	4391.0	0.11199999999999999
Left-posteriorcingulate	4493.0	2.447	1624.0	0.128
Left-precentral	14201.0	2.6860000000000004	4869.0	0.10099999999999999
Left-precuneus	9980.0	2.487	3674.0	0.127
Left-rostralanteriorcingulate	2837.0	2.917	831.0	0.126
Left-rostralmiddlefrontal	16752.0	2.405	6025.0	0.134
Left-superiorfrontal	22355.0	2.7939999999999996	7085.0	0.122
Left-superiorparietal	12939.0	2.291	5186.0	0.12
Left-superiortemporal	12489.0	2.781	3970.0	0.1
Left-supramarginal	12358.0	2.595	4289.0	0.13699999999999998
Left-frontalpole	985.0	2.762	251.0	0.138
Left-temporalpole	2053.0	3.534	477.0	0.138
Left-transversetemporal	1083.0	2.603	414.0	0.129
Left-insula	7496.0	2.944	2422.0	0.126
BrainSegVolNotVent	1171454.0	1171454.0	88226.8	1171454.0
eTIV	1625993.9352139998	1625993.9352139998	1171454.0	1625993.9352139998
