name	volume	thickness	area	meancurv
Left-G&S_frontomargin	2190.0	2.42	813.0	0.149
Left-G&S_occipital_inf	1830.0	2.035	851.0	0.128
Left-G&S_paracentral	2544.0	2.364	886.0	0.109
Left-G&S_subcentral	2123.0	2.52	757.0	0.132
Left-G&S_transv_frontopol	1480.0	2.9210000000000003	421.0	0.188
Left-G&S_cingul-Ant	3928.0	2.937	1299.0	0.128
Left-G&S_cingul-Mid-Ant	1812.0	2.741	712.0	0.127
Left-G&S_cingul-Mid-Post	2295.0	2.551	863.0	0.12
Left-G_cingul-Post-dorsal	1395.0	2.8510000000000004	397.0	0.151
Left-G_cingul-Post-ventral	480.0	2.423	188.0	0.138
Left-G_cuneus	2653.0	1.818	1353.0	0.16399999999999998
Left-G_front_inf-Opercular	3394.0	2.781	908.0	0.132
Left-G_front_inf-Orbital	1010.0	2.627	283.0	0.16699999999999998
Left-G_front_inf-Triangul	2758.0	2.71	777.0	0.14
Left-G_front_middle	7712.0	2.701	2200.0	0.159
Left-G_front_sup	14725.0	3.0189999999999997	3940.0	0.13699999999999998
Left-G_Ins_lg&S_cent_ins	1420.0	3.23	425.0	0.145
Left-G_insular_short	2394.0	3.647	467.0	0.11800000000000001
Left-G_occipital_middle	4443.0	2.522	1389.0	0.15
Left-G_occipital_sup	2097.0	2.009	953.0	0.152
Left-G_oc-temp_lat-fusifor	3881.0	2.906	1111.0	0.155
Left-G_oc-temp_med-Lingual	3991.0	1.905	1861.0	0.14800000000000002
Left-G_oc-temp_med-Parahip	3307.0	3.028	852.0	0.11
Left-G_orbital	4155.0	2.627	1233.0	0.13699999999999998
Left-G_pariet_inf-Angular	4416.0	2.728	1220.0	0.138
Left-G_pariet_inf-Supramar	4844.0	3.015	1368.0	0.141
Left-G_parietal_sup	5052.0	2.568	1553.0	0.146
Left-G_postcentral	2524.0	2.064	1007.0	0.12
Left-G_precentral	4433.0	2.763	1215.0	0.11800000000000001
Left-G_precuneus	4848.0	2.7030000000000003	1410.0	0.14400000000000002
Left-G_rectus	1783.0	2.384	554.0	0.152
Left-G_subcallosal	785.0	1.538	576.0	0.132
Left-G_temp_sup-G_T_transv	1186.0	2.623	338.0	0.124
Left-G_temp_sup-Lateral	6373.0	3.1069999999999998	1483.0	0.129
Left-G_temp_sup-Plan_polar	1562.0	3.786	343.0	0.09699999999999999
Left-G_temp_sup-Plan_tempo	1196.0	2.421	470.0	0.069
Left-G_temporal_inf	5090.0	2.862	1283.0	0.14300000000000002
Left-G_temporal_middle	4949.0	3.095	1134.0	0.141
Left-Lat_Fis-ant-Horizont	442.0	2.157	227.0	0.096
Left-Lat_Fis-ant-Vertical	417.0	2.025	255.0	0.115
Left-Lat_Fis-post	1384.0	2.537	687.0	0.113
Left-Pole_occipital	2004.0	1.6780000000000002	1188.0	0.151
Left-Pole_temporal	4833.0	3.591	924.0	0.135
Left-S_calcarine	2601.0	1.6540000000000001	1831.0	0.136
Left-S_central	2546.0	1.767	1652.0	0.11199999999999999
Left-S_cingul-Marginalis	1285.0	2.273	644.0	0.10300000000000001
Left-S_circular_insula_ant	847.0	2.824	358.0	0.09300000000000001
Left-S_circular_insula_inf	2092.0	2.6689999999999996	950.0	0.091
Left-S_circular_insula_sup	2558.0	2.665	1202.0	0.115
Left-S_collat_transv_ant	1344.0	2.6069999999999998	615.0	0.111
Left-S_collat_transv_post	516.0	2.138	295.0	0.153
Left-S_front_inf	2672.0	2.3169999999999997	1226.0	0.11900000000000001
Left-S_front_middle	1755.0	2.265	799.0	0.135
Left-S_front_sup	3973.0	2.492	1599.0	0.11800000000000001
Left-S_interm_prim-Jensen	354.0	2.9330000000000003	137.0	0.134
Left-S_intrapariet&P_trans	3302.0	2.09	1783.0	0.12300000000000001
Left-S_oc_middle&Lunatus	1252.0	2.135	639.0	0.133
Left-S_oc_sup&transversal	1463.0	2.02	790.0	0.127
Left-S_occipital_ant	1066.0	2.202	492.0	0.129
Left-S_oc-temp_lat	978.0	2.53	433.0	0.128
Left-S_oc-temp_med&Lingual	2161.0	2.246	1043.0	0.121
Left-S_orbital_lateral	414.0	2.469	186.0	0.135
Left-S_orbital_med-olfact	779.0	2.056	423.0	0.18600000000000003
Left-S_orbital-H_Shaped	2063.0	2.873	797.0	0.122
Left-S_parieto_occipital	2671.0	2.1630000000000003	1344.0	0.127
Left-S_pericallosal	804.0	1.986	575.0	0.139
Left-S_postcentral	2884.0	2.0540000000000003	1583.0	0.12300000000000001
Left-S_precentral-inf-part	2146.0	2.522	940.0	0.11800000000000001
Left-S_precentral-sup-part	1371.0	2.451	682.0	0.11
Left-S_suborbital	732.0	2.323	387.0	0.14800000000000002
Left-S_subparietal	1398.0	2.951	547.0	0.128
Left-S_temporal_inf	2008.0	2.72	890.0	0.11699999999999999
Left-S_temporal_sup	8153.0	2.515	3432.0	0.099
Left-S_temporal_transverse	869.0	2.6060000000000003	384.0	0.142
BrainSegVolNotVent	904256.0	904256.0	70833.9	904256.0
eTIV	808094.0844810001	808094.0844810001	904256.0	808094.0844810001
